0.82679,-0.3
-0.4,0.82679
0.82679,-0.4
-0.5,0.82679
0.82679,-0.5
-0.60196,0.82503
0.8249,-0.60181
-0.70371,0.82548
0.82534,-0.70347
-0.81555,0.81555
0.81504,-0.81496
-0.82182,0.70204
0.70168,-0.82146
-0.8217,0.60065
0.60054,-0.82129
-0.82546,0.4992
0.49921,-0.82538
-0.82679,0.4
0.4,-0.82679
-0.82679,0.3
0.3,-0.82679
-0.82679,0.2
0.2,-0.82679
-0.82679,0.1
0.1,-0.82679
-0.82679,5.5511e-17
-1.1102e-16,-0.82679
-0.82679,-0.1
-0.1,-0.82679
-0.82679,-0.2
-0.2,-0.82679
-0.82679,-0.3
-0.3,-0.82679
-0.82679,-0.4
-0.4,-0.82679
-0.82679,-0.5
-0.49928,-0.82533
-0.82547,-0.60144
-0.6008,-0.8216
-0.82597,-0.70288
-0.70208,-0.82154
-0.81555,-0.81555
0.74341,0.74664
0.65316,0.73603
0.72169,0.65208
0.55247,0.73885
0.73938,0.54618
0.4514,0.73935
0.73967,0.44827
0.35,0.74019
0.74019,0.35
0.25,0.74019
0.74019,0.25
0.15,0.74019
0.74019,0.15
0.05,0.74019
0.74019,0.05
-0.05,0.74019
0.74019,-0.05
-0.15,0.74019
0.74019,-0.15
-0.25,0.74019
0.74019,-0.25
-0.35,0.74019
0.74019,-0.35
-0.45,0.74019
0.74065,-0.45107
-0.55263,0.73857
0.73869,-0.55214
-0.65442,0.735
0.73494,-0.65416
-0.7438,0.7457
0.74539,-0.74313
-0.7212,0.65076
0.65024,-0.71983
-0.73774,0.54505
0.54533,-0.7379
-0.7383,0.44825
0.44842,-0.73799
-0.73931,0.34973
0.34972,-0.73913
-0.74019,0.25
0.25,-0.74019
-0.74019,0.15
0.15,-0.74019
-0.74019,0.05
0.05,-0.74019
-0.74019,-0.05
-0.05,-0.74019
-0.74019,-0.15
-0.15,-0.74019
-0.74019,-0.25
-0.25,-0.74019
-0.74019,-0.35
-0.3497,-0.7392
-0.7403,-0.45061
-0.4483,-0.7384
-0.73893,-0.55196
-0.54529,-0.73801
-0.73524,-0.65236
-0.65111,-0.7207
-0.7458,-0.74313
0.60837,0.65297
0.50423,0.65106
0.65177,0.49499
0.40101,0.65336
0.65241,0.39867
0.3,0.65359
0.65359,0.3
0.2,0.65359
0.65359,0.2
0.1,0.65359
0.65359,0.1
0,0.65359
0.65359,-2.2204e-16
-0.1,0.65359
0.65359,-0.1
-0.20161,0.65288
0.65286,-0.20158
-0.30287,0.65294
0.65308,-0.30269
-0.40189,0.65614
0.65687,-0.40133
-0.50322,0.65286
0.65366,-0.50193
-0.60704,0.65145
0.65168,-0.60557
-0.64777,0.49496
0.49534,-0.64635
-0.65023,0.39972
0.39966,-0.65017
-0.65291,0.29993
0.29997,-0.65289
-0.65359,0.2
0.2,-0.65359
-0.65359,0.1
0.1,-0.65359
-0.65359,2.7756e-16
-3.3307e-16,-0.65359
-0.65359,-0.1
-0.1,-0.65359
-0.65287,-0.2016
-0.2,-0.65359
-0.65293,-0.30285
-0.3,-0.65289
-0.65616,-0.40179
-0.39973,-0.65027
-0.65309,-0.50286
-0.495,-0.64807
-0.65176,-0.60652
0.65896,0.57889
-0.6575,0.5778
0.57873,-0.65854
-0.57796,-0.65781
0.56051,0.55538
0.45049,0.56827
0.56523,0.44814
0.35046,0.56594
0.5632,0.35097
0.25111,0.56526
0.56452,0.25143
0.15,0.56699
0.56699,0.15
0.05,0.56699
0.56699,0.05
-0.05,0.56699
0.56699,-0.05
-0.1527,0.56665
0.56641,-0.15279
-0.25615,0.56517
0.565,-0.25616
-0.36056,0.56517
0.56554,-0.36034
-0.45059,0.57929
0.58188,-0.44966
-0.54997,0.55307
0.55381,-0.54396
-0.55554,0.45209
0.45078,-0.5554
-0.56699,0.35
0.35,-0.56699
-0.56507,0.25094
0.2508,-0.5653
-0.56699,0.15
0.15,-0.56699
-0.56699,0.05
0.05,-0.56699
-0.56699,-0.05
-0.05,-0.56699
-0.5666,-0.15269
-0.15,-0.56699
-0.56513,-0.25613
-0.25095,-0.56517
-0.56517,-0.36056
-0.35,-0.56699
-0.5793,-0.45059
-0.45209,-0.55554
-0.55307,-0.54997
0.48645,0.48925
0.4,0.48038
0.47079,0.40319
0.30465,0.47355
0.47194,0.30551
0.20206,0.4779
0.4773,0.20246
0.1,0.48038
0.48038,0.1
0,0.48038
0.48038,-3.8858e-16
-0.10148,0.48126
0.4809,-0.1017
-0.20602,0.4803
0.4796,-0.20638
-0.31865,0.47508
0.47474,-0.31882
-0.44273,0.48365
0.48365,-0.44273
-0.48239,0.39526
0.39483,-0.48313
-0.47429,0.30354
0.3032,-0.47494
-0.47719,0.20197
0.20141,-0.47773
-0.48038,0.1
0.1,-0.48038
-0.48038,9.992e-16
-1.1102e-15,-0.48038
-0.48116,-0.10146
-0.1,-0.48038
-0.48017,-0.20598
-0.20192,-0.47775
-0.475,-0.31862
-0.30346,-0.47427
-0.48365,-0.44273
-0.39526,-0.48239
0.37109,0.37216
0.25457,0.38787
0.38703,0.25539
0.15,0.39378
0.39333,0.15034
0.05,0.39378
0.39329,0.048361
-0.051931,0.39417
0.39386,-0.052484
-0.15169,0.39837
0.39716,-0.15239
-0.25396,0.3931
0.39126,-0.25568
-0.37928,0.37423
0.37404,-0.38047
-0.38562,0.2555
0.25342,-0.387
-0.39064,0.15109
0.15021,-0.39112
-0.39287,0.048725
0.049674,-0.39315
-0.39399,-0.052178
-0.049672,-0.39308
-0.39795,-0.15156
-0.15075,-0.39039
-0.39293,-0.2539
-0.25514,-0.38562
-0.37411,-0.37921
0.29367,0.29631
0.1935,0.30819
0.30838,0.19622
0.097653,0.30621
0.30735,0.097305
-0.00259,0.30533
0.30516,-0.0047006
-0.1073,0.30816
0.30738,-0.10773
-0.19719,0.32547
0.32205,-0.1981
-0.28851,0.29473
0.28963,-0.28722
-0.29718,0.19854
0.19567,-0.29778
-0.30665,0.097539
0.097397,-0.3071
-0.30521,-0.0043459
7.6431e-05,-0.30547
-0.30731,-0.10732
-0.097106,-0.30677
-0.32449,-0.19688
-0.19595,-0.2974
-0.29387,-0.28786
0.23249,0.23269
0.053558,0.21477
0.21615,0.048234
-0.064077,0.21783
0.21765,-0.065064
-0.18789,0.22807
0.22747,-0.18794
-0.22584,0.13996
0.14102,-0.22677
-0.21696,0.049112
0.051609,-0.2171
-0.21752,-0.064202
-0.051363,-0.21641
-0.22492,-0.18778
0.22422,0.14274
-0.13963,-0.22605
3.1086e-15,0.13397
0.13397,-1.1102e-15
-0.12594,0.12391
0.12208,-0.12507
-0.13397,8.2157e-15
-1.0325e-14,-0.13397
-0.12164,-0.12195
0.1181,0.11661
-0.04167,0.04039
